YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,10262,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6476,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,2685,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,1497,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,4122,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,40333,0,177,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,9,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,43765,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,84098,0,375,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,88,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,2212,0,9,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,23794,0,89,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,8,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,17685,0,99,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,9883,0,44,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,7793,0,46,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,22657,0,87,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,27,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,41818,0,2362,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,50906,0,2059,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,183,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,92724,0,4421,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,210,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,2928,0,71,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,21,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,29356,0,1113,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,105,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,57,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,18585,0,872,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,8230,0,506,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,6609,0,466,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,8,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,10,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,26979,0,1390,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,1298,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,14175,0,6584,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,13113,0,10715,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,2558,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,3856,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,27288,0,17299,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,82,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,1064,0,584,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,7510,0,6014,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,1544,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,4532,0,4095,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,932,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,1954,0,1964,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,733,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,161,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,1448,0,1219,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,404,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,10773,0,3401,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,1306,0,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,5544,0,34560,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,11180,0,43879,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,1,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,374,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,16724,0,78439,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,0,1,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,1680,0,0,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,15,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,779,0,2139,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W05,6158,0,24468,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,218,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W05,0,0,1,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,4223,0,17213,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,141,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,1856,0,8971,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,55,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W05,1113,0,6539,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,30,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W05,1221,0,0,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W05,2575,0,19050,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,1806,0,75,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W06,802,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,6032,0,38425,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W06,2174,0,9,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,9960,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,7616,0,48761,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W06,10762,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,13648,0,87186,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,3980,0,84,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,1971,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W06,520,0,2698,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,68,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W06,5377,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,1236,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,4237,0,28089,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,2840,0,17940,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,870,0,8,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W06,2606,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,1555,0,8065,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,352,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,786,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W06,11,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W06,413,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,1179,0,5984,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,3298,0,24376,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,1041,0,66,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W06,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,5,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W07,3131,0,0,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W07,2454,0,23,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,22371,0,20506,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,29567,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,4097,0,18487,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W07,1464,0,178,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,26468,0,38993,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,3918,0,201,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,32698,0,1,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W07,3050,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,231,0,1364,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W07,51,0,19,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W07,2266,0,10361,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,17018,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,772,0,104,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,637,0,55,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,1578,0,6748,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,9479,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W07,535,0,9,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,3031,0,0,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,1520,0,3114,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W07,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W07,569,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,1789,0,2812,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,84,0,0,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W07,16,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,19062,0,14580,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,1350,0,8,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W08,39654,0,5926,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,6118,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,2782,0,1224,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W08,4230,0,11100,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,51548,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,1704,0,2549,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,4486,0,3773,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,57666,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,43884,0,17026,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W08,6248,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W08,121,0,90,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,228,0,779,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,2236,0,6077,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W08,804,0,1538,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,29627,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,15639,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W08,779,0,921,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,1742,0,4223,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W08,5817,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,1989,0,1954,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,949,0,721,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,266,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W08,935,0,152,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,2548,0,1191,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,898,0,351,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,35,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W08,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W08,35117,0,2781,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W09,4640,0,1227,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,6906,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W09,83739,0,5779,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,6973,0,7441,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,3199,0,178,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W09,47719,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,54625,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,90712,0,13220,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,7839,0,1405,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W09,4700,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W09,407,0,513,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,272,0,4,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,27374,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
